time,power,apparPower,reacPower,PF,rmsVolt,rmsCur,label
6/18/2016 21:28,0.7,1.1,0.3,0.85,235.17,0.0048,0
6/18/2016 21:28,0.7,1.1,0.3,0.807,235.08,0.0052,0
6/18/2016 21:28,0.7,1.1,0.3,0.8258,234.96,0.0052,0
6/18/2016 21:28,0.7,1.1,0.3,0.8246,234.91,0.0052,0
6/18/2016 21:28,0.7,1.1,0.3,0.8268,234.92,0.0052,0
6/18/2016 21:28,0.7,1.1,0.3,0.8197,235.05,0.0052,0
6/18/2016 21:28,0.7,1.1,0.3,0.828,234.98,0.0052,0
6/18/2016 21:28,0.7,1.1,0.3,0.8343,235.03,0.0052,0
6/18/2016 21:28,0.7,1.1,0.3,0.8409,234.93,0.0048,0
6/18/2016 21:28,0.7,1.1,0.3,0.8211,235.06,0.0048,0
6/18/2016 21:28,0.7,1.1,0.3,0.826,234.82,0.0048,0
6/18/2016 21:28,0.7,1.1,0.3,0.798,235.13,0.0048,0
6/18/2016 21:28,0.7,1.1,0.3,0.8186,234.84,0.0048,0
6/18/2016 21:28,0.7,1.1,0.3,0.8416,234.94,0.0048,0
6/18/2016 21:28,0.7,1.1,0.3,0.825,235.04,0.0048,0
6/18/2016 21:28,0.7,1.1,0.3,0.8059,234.7,0.0048,0
6/18/2016 21:28,0.7,1.1,0.3,0.8212,235.09,0.0048,0
6/18/2016 21:28,0.7,1.1,0.3,0.8199,235.01,0.0048,0
6/18/2016 21:28,0.7,1.1,0.3,0.8097,234.79,0.0048,0
6/18/2016 21:28,0.7,1.1,0.3,0.8178,235.17,0.0048,0
6/18/2016 21:28,0.7,0.7,0.3,0.8396,235.33,0.0048,0
6/18/2016 21:28,0.7,1.1,0.3,0.8122,235.09,0.0048,0
6/18/2016 21:28,0.7,1.1,0.3,0.8127,235.28,0.0048,0
6/18/2016 21:28,0.7,1.1,0.3,0.814,235.49,0.0048,0
6/18/2016 21:28,0.7,1.1,0.3,0.8127,235.15,0.0048,0
6/18/2016 21:28,0.7,1.1,0.3,0.8127,235.13,0.0048,0
6/18/2016 21:28,0.7,0.7,0.3,0.8243,235.36,0.0048,0
6/18/2016 21:28,0.7,1.1,0.3,0.8339,235,0.0048,0
6/18/2016 21:28,0.7,1.1,0.3,0.8263,235,0.0048,0
6/18/2016 21:28,0.7,1.1,0.3,0.8102,235.45,0.0048,0
6/18/2016 21:28,0.7,1.1,0.3,0.7963,235.06,0.0048,0
6/18/2016 21:28,0.7,1.1,0.3,0.8122,235.03,0.0048,0
6/18/2016 21:28,0.7,1.1,0.3,0.8191,235.44,0.0048,0
6/18/2016 21:28,0.7,1.1,0.3,0.7975,235.4,0.0048,0
6/18/2016 21:28,0.7,0.7,0.3,0.8291,235.11,0.0048,0
6/18/2016 21:28,0.7,1.1,0.3,0.8216,235.29,0.0048,0
6/18/2016 21:28,0.7,1.1,0.3,0.8051,235.27,0.0048,0
6/18/2016 21:28,0.7,1.1,0.3,0.8084,234.8,0.0048,0
6/18/2016 21:28,0.7,1.1,0.3,0.8116,235.11,0.0048,0
6/18/2016 21:28,0.7,1.1,0.3,0.7918,235.21,0.0048,0
6/18/2016 21:28,0.7,1.1,0.3,0.7893,234.81,0.0048,0
6/18/2016 21:28,0.7,1.1,0.3,0.8267,235.13,0.0048,0
6/18/2016 21:28,0.7,1.1,0.3,0.8237,235.11,0.0048,0
6/18/2016 21:28,0.7,1.1,0.3,0.7969,234.89,0.0048,0
6/18/2016 21:28,0.7,1.1,0.3,0.7943,235.3,0.0048,0
6/18/2016 21:28,0.7,1.1,0.3,0.814,235.51,0.0048,0
6/18/2016 21:28,0.7,1.1,0.3,0.8059,235.06,0.0048,0
6/18/2016 21:29,0.7,1.1,0.3,0.8148,234.98,0.0048,0
6/18/2016 21:29,0.7,1.1,0.3,0.7807,235.19,0.0048,0
6/18/2016 21:29,1.1,11.2,11.2,0.1181,234.73,0.0485,1
6/18/2016 21:29,6.9,11.2,8.9,0.612,235.13,0.048,1
6/18/2016 21:29,6.6,11.2,8.9,0.6107,235.03,0.048,1
6/18/2016 21:29,6.6,11.2,8.9,0.6121,234.78,0.048,1
6/18/2016 21:29,6.6,11.2,8.9,0.6111,235.11,0.048,1
6/18/2016 21:29,6.6,11.2,8.5,0.6105,234.85,0.0475,1
6/18/2016 21:29,6.6,11.2,8.5,0.6127,235.21,0.0475,1
6/18/2016 21:29,6.6,11.2,8.5,0.613,235.29,0.0475,1
6/18/2016 21:29,6.6,11.2,8.5,0.6126,235.36,0.0475,1
6/18/2016 21:29,6.6,11.2,8.5,0.6129,235.46,0.0475,1
6/18/2016 21:29,6.6,11.2,8.5,0.6122,235.5,0.0475,1
6/18/2016 21:29,6.6,10.8,8.5,0.615,235.51,0.0475,1
6/18/2016 21:29,6.6,10.8,8.5,0.6142,235.59,0.047,1
6/18/2016 21:29,6.6,10.8,8.5,0.6151,235.51,0.047,1
6/18/2016 21:29,6.6,10.8,8.5,0.6129,235.77,0.047,1
6/18/2016 21:29,6.6,10.8,8.5,0.6142,235.97,0.047,1
6/18/2016 21:29,6.6,10.8,8.5,0.615,236.17,0.047,1
6/18/2016 21:29,6.6,10.8,8.5,0.615,236.07,0.0475,1
6/18/2016 21:29,6.6,11.2,8.5,0.6141,236.14,0.0475,1
6/18/2016 21:29,6.6,10.8,8.5,0.6126,235.88,0.047,1
6/18/2016 21:29,6.6,10.8,8.5,0.6127,235.73,0.047,1
6/18/2016 21:29,6.6,10.8,8.5,0.6148,235.61,0.047,1
6/18/2016 21:29,6.6,10.8,8.5,0.6152,235.85,0.047,1
6/18/2016 21:29,6.6,11.2,8.5,0.6143,236.06,0.0475,1
6/18/2016 21:29,6.6,10.8,8.5,0.6131,235.82,0.047,1
6/18/2016 21:29,6.6,10.8,8.5,0.6135,235.62,0.047,1
6/18/2016 21:29,6.6,10.8,8.5,0.6127,235.96,0.0475,1
6/18/2016 21:29,6.6,11.2,8.5,0.6125,235.96,0.0475,1
6/18/2016 21:29,6.6,10.8,8.5,0.6133,235.66,0.047,1
6/18/2016 21:29,6.6,10.8,8.5,0.6156,235.95,0.0475,1
6/18/2016 21:29,6.6,11.2,8.5,0.6145,236.23,0.0475,1
6/18/2016 21:29,6.6,10.8,8.5,0.6125,235.79,0.047,1
6/18/2016 21:29,6.6,11.2,8.5,0.6135,235.68,0.0475,1
6/18/2016 21:29,6.6,11.2,8.5,0.6141,236.15,0.0475,1
6/18/2016 21:29,6.6,11.2,8.5,0.6151,236.22,0.0475,1
6/18/2016 21:29,6.6,10.8,8.5,0.613,235.99,0.047,1
6/18/2016 21:29,6.6,10.8,8.5,0.6169,235.73,0.047,1
6/18/2016 21:29,6.6,11.2,8.5,0.6167,235.97,0.0475,1
6/18/2016 21:29,6.6,11.2,8.9,0.6157,236.15,0.0475,1
6/18/2016 21:29,6.6,11.2,8.9,0.6156,236.12,0.0475,1
6/18/2016 21:29,6.9,11.2,8.9,0.6159,236.07,0.0475,1
6/18/2016 21:29,6.6,11.2,8.5,0.614,235.95,0.0475,1
6/18/2016 21:29,6.6,11.2,8.5,0.6135,235.81,0.0475,1
6/18/2016 21:29,6.6,10.8,8.5,0.6145,235.73,0.0475,1
6/18/2016 21:29,6.6,10.8,8.5,0.6135,235.82,0.0475,1
6/18/2016 21:29,6.6,11.2,8.5,0.6147,235.79,0.0475,1
6/18/2016 21:29,6.6,11.2,8.9,0.6134,235.75,0.048,1
6/18/2016 21:29,6.6,11.2,8.5,0.6143,235.67,0.0475,1
6/18/2016 21:29,6.6,11.2,8.5,0.6142,235.34,0.0475,1
6/18/2016 21:29,6.6,11.2,8.9,0.6133,235.45,0.048,1
6/18/2016 21:29,6.6,11.2,8.9,0.6135,235.54,0.048,1
6/18/2016 21:29,6.6,11.2,8.5,0.6133,235.37,0.0475,1
6/18/2016 21:29,6.6,11.2,8.5,0.6123,235.4,0.0475,1
6/18/2016 21:29,6.6,11.2,8.5,0.6132,235.41,0.0475,1
6/18/2016 21:29,6.6,10.8,8.5,0.6137,235.27,0.0475,1
6/18/2016 21:30,6.6,11.2,8.5,0.6138,235.23,0.0475,1
6/18/2016 21:30,6.6,11.2,8.9,0.6088,235.25,0.0475,1
6/18/2016 21:30,6.6,11.2,8.9,0.6078,235.39,0.0475,1
6/18/2016 21:30,6.6,11.2,8.5,0.6099,235.5,0.0475,1
6/18/2016 21:30,6.6,10.8,8.9,0.6084,235.47,0.0475,1
6/18/2016 21:30,6.6,10.8,8.5,0.6092,235.12,0.0475,1
